Postal_Code,Building_Name,Location_Description
900043,,Along Pasir Ris Terrace (Between House No. 33 & 35)
900041,,On Riverina Neighbourhood Committee Noticeboard (Beside House No. 64)
900040,,At Roundabout Along Riverina Walk
900039,,Along Elias Road (Near House No. 501)
59725,Family Justice Courts,Level 1 Beside Security Counter
59725,Family Justice Courts,"Level 3 Divorce Registry, Outside Female Toilet"
636956,Sports Hall,Level 2 Left Of Field Gallery
636956,Sports Hall,Level 1 Outside Athleters Gym
636956,Sports Hall,Level 2 Indoor Hall (Mid Section)
636956,Sports Hall,Level 2 Right OF Field Gallery
636957,Banyan Hall,Level 3 Blk 21A Canteen Entrance
636957,"Binjai, Tanjong, Banyan Hall",Level 4 Pillar Outside Sports Hall
636957,Binjai Hall,Level 3 Blk 19A Gym
737735,Woodlands Temporary Bus Interchange,Level 1 Outside Public Toilet
640603,,Level 1 Lift Lobby B
737735,Woodlands Temporary Bus Interchange,Level 1 Alighting Bay
648886,Jurong Point 1,"Level 1 Entrance 1, Next to Bata"
648330,Jurong Point 2,Level 1 Lift Lobby B
519944,Oasis @ Elias,Level B1 Lift Lobby (Approach Security Officer)
519939,Oasis @ Elias,Near Function Room (Approach Security Officer)
519934,Ris Grandeur,Outside Gymnasium (Approach Security Officer)
519959,Elias Green,Level 1 Clubhouse by Vending Machine (Approach Security Officer)
900044,,At Shelter Near Elias Terrace Playground
518218,Livia,Level 1 Swimming Pool (Approach Security Officer)
518218,Livia,Level B1 Near Management Office (Approach Security Officer)
518211,Nv Residences,Level 1 Outside Gym Toilet (Approach Security Officer)
518193,Nv Residences,Near Management Office (Approach Security Officer)
519496,Eastvale Condominium,Near Clubhouse (Approach Security Officer)
519460,The Esparis,Inside Guardhouse (Approach Security Officer)
518155,Watercolours,Level B1 Carpark Near Management Office (Approach Security Officer)
534913,Thrift Drive Open Space,Near Basketball Court
900037,Tai Keng Gardens Playground,Hilltop Pavilion
99024,Serapong Golf Course,Level 1 Sentosa Golf Pavilion
126779,Seahill (Oasia Residence),"Level 1 Oasia Residence, Inside Management Office"
126779,Seahill (Oasia Residence),"Level 7 Oasia Residence, Lift Lobby"
127371,Village Residence West Coast,"Level 4 Village Residence, Swimming Pool Area (Near Handicap Toilet)"
498722,Tanah Merah Country Club (Garden Course),Level 1 Inside Glass Gym
498722,Tanah Merah Country Club (Garden Course),Level 1 Security Guard House
508502,Village Hotel Changi,Level 8 Swimming Pool
486029,DBS Asia Hub,Level 6 Common Corridor
486029,DBS Asia Hub,Level 4 Lobby A
486029,DBS Asia Hub,Level 3 Lobby A
486029,DBS Asia Hub,Level 2 Lobby A
486029,DBS Asia Hub,Level 4 Lobby B
486029,DBS Asia Hub,Level 3 Lobby B
486029,DBS Asia Hub,Level 2 Lobby B
486007,DBS Asia Hub,Level 6 DBS Academy
486007,DBS Asia Hub,Level 5 DBS Academy
486007,DBS Asia Hub,Level 4 DBS Academy
486007,DBS Asia Hub,Level 3 DBS Academy
486007,DBS Asia Hub,Level 2 DBS Academy
547529,Bowen Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
547529,Bowen Secondary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.)
547529,Bowen Secondary School,Level 1 Field Toilet (Available During Dual Use Scheme Operating Hours)
547529,Bowen Secondary School,Level 2 Outside Multipurpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
547529,Bowen Secondary School,Level 1 Indoor Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)
547529,Bowen Secondary School,Level 2 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
259366,MOE HQ (Evans Road),Level 1 Outside Gym Area
139299,Tanglin Trust School,"Level 1 Nixon, Outside FCC"
139299,Tanglin Trust School,"Level 8 Nixon Block, Lift Lobby B (Roof Area)"
139299,Tanglin Trust School,"Level 3 Nixon Block, Outside Chandran Hall (Lobby A)"
409045,Trinity @ Paya Lebar,Level 1 Guardhouse
409047,Trinity @ Paya Lebar,Level 2 Lift 7 Lobby
797701,Fernvale Primary School,Level 1 Sick Bay (Available During School Operating Hours. Approach Security Officer At Main Gate.)
797701,Fernvale Primary School,Level 3 Block C Corridor (Available During School Operating Hours. Approach Security Officer At Main Gate.)
797701,Fernvale Primary School,Level 4 Block D Corridor (Available During School Operating Hours. Approach Security Officer At Main Gate.)
797702,Pei Hwa Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
797702,Pei Hwa Secondary School,"Level 3 Block A Corridor, Near Dance Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)"
797702,Pei Hwa Secondary School,Level 1 School Field Toilet (Available During Dual Use Scheme Operating Hours)
797702,Pei Hwa Secondary School,Level 1 Near Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)
380050,,Level 1 Outside Sims Vista RC
331038,,Level 1 Outside Whampoa South RC
309437,Singapore Chinese Girls' School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
309437,Singapore Chinese Girls' School,Level 2 Primary Alice Lee Hall (Available During School Operating Hours. Approach Security Officer At Main Gate)
309437,Singapore Chinese Girls' School,Level 2 Secondary Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
309437,Singapore Chinese Girls' School,Level 2 Indoor Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate)
309437,Singapore Chinese Girls' School,"Level 1 Mrs Lee Chong Guan Block, Near Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate)"
149732,Queenstown Community Centre,Level 1 Outside Constituency Office
149732,Queenstown Community Centre,Level 1 Outside Hall
688268,Unity Primary School,"Level 1 Inside General Office, Sick Bay (Available During School Operating Hours. Approach Security Officer At Main Gate)"
688268,Unity Primary School,"Level 1 Inside Sick Bay Cabinet, Mobile AED (Available During School Operating Hours. Approach Security Officer At Main Gate)"
688268,Unity Primary School,Level 2 Multi-Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
688268,Unity Primary School,Level 1 Indoor Basketball Court (Available During Dual Use Scheme Operating Hours)
688268,Unity Primary School,Level 2 Indoor Sports Hall (Available During Dual Use Scheme Operating Hours)
358361,Potong Pasir Community Club,Level 1 Inside Constituency Office
545092,Rivervale Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
545092,Rivervale Primary School,Level 1 Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)
545092,Rivervale Primary School,Level 3 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
545092,Rivervale Primary School,Level 3 Lift 1 Lobby (Available During School Operating Hours. Approach Security Officer At Main Gate.)
545092,Rivervale Primary School,Level 2 Outside Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
828674,Punggol Cove Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
828674,Punggol Cove Primary School,Level 3 Multi-Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
828674,Punggol Cove Primary School,Level 1 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
737758,Spectra Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
659401,St Anthony's Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
659401,St Anthony's Primary School,Level 2 Lift Lobby B (Available During School Operating Hours. Approach Security Officer At Main Gate.)
659401,St Anthony's Primary School,Level 2 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
689285,De La Salle School,Level 2 Outside Multipurpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate)
689285,De La Salle School,Level 1 Indoor Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate)
689285,De La Salle School,"Level 1 Inside General Office, Sick Bay (Available During School Operating Hours. Approach Security Officer At Main Gate)"
534786,Holy Innocents' High School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
534786,Holy Innocents' High School,Level 2 Multi-Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
534786,Holy Innocents' High School,Level 1 Study Area Opposite Field (Available During School Operating Hours. Approach Security Officer At Main Gate.)
534786,Holy Innocents' High School,Level 1 St Mary Block Corridor (Available During School Operating Hours. Approach Security Officer At Main Gate.)
534786,Holy Innocents' High School,Level 1 Indoor Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)
534786,Holy Innocents' High School,Level 2 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
539753,Jenaris Home @ Pelangi Village,Level 1 Inside Office
539751,Meranti Home @ Pelangi Village,Level 1 Lift Lobby A
539752,Activity Hub @ Pelangi Village,Level 1 Outside Office
556140,St Gabriel's Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
556140,St Gabriel's Secondary School,Level 1 Outside Gym (Available During School Operating Hours. Approach Security Officer At Main Gate.)
556140,St Gabriel's Secondary School,Level 1 Field Toilet (Available During Dual Use Scheme Operating Hours)
556140,St Gabriel's Secondary School,Level 2 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
556140,St Gabriel's Secondary School,Level 2 Outside Staff Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)
534190,Sunlove Home,Level 1 Guard House
539749,Tembusu Home @ Pelangi Village,Level 1 Dormitory (Opposite Room 2-17)
309919,Anglo-Chinese School (Barker Road),"Level 1 Entrance To Tennis Court, Outside Science Lab (Available During School Operating Hours. Approach Security Officer At Main Gate)"
309938,Anglo-Chinese School (Barker Road),Level 3 Swimming Pool (Available During School Operating Hours. Approach Security Officer At Main Gate)
309938,Anglo-Chinese School (Barker Road),Level 3 Tan Chin Tuan Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate)
309918,Anglo-Chinese School (Primary),Level 2 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
309918,Anglo-Chinese School (Primary),Level 1 Lift Lobby opposite Staff Room (Available During School Operating Hours. Approach Security Officer At Main Gate)
309918,Anglo-Chinese School (Primary),Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.)
545091,Compassvale Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
545091,Compassvale Primary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.)
545091,Compassvale Primary School,Level 1 Next To School Field (Available During School Operating Hours. Approach Security Officer At Main Gate.)
545091,Compassvale Primary School,Level 3 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
545091,Compassvale Primary School,Level 2 Multipurpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
319252,First Toa Payoh Primary School,Level 1 Inside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
319252,First Toa Payoh Primary School,Level 1 Student Interaction Area (Available During School Operating Hours. Approach Security Officer At Main Gate.)
319252,First Toa Payoh Primary School,Level 2 Multi-Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
237993,River Valley Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate)
237993,River Valley Primary School,Level 1 Outside Readers Nook Library (Available During School Operating Hours. Approach Security Officer At Main Gate)
237993,River Valley Primary School,Level 3 Outside Multipurpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate)
237993,River Valley Primary School,Level 2 Outside ISH (Available During School Operating Hours. Approach Security Officer At Main Gate)
237993,River Valley Primary School,"Level 1 Study Area, Near School Field (Available During School Operating Hours. Approach Security Officer At Main Gate)"
538793,THK Nursing Home @ Hougang,Level 1 Outside Office
548593,St Anne's Church,Level 1 Outside Priest Office
558758,Church Of St Francis Xavier,Level 1 Outside General Office
558758,Church Of St Francis Xavier,Level 1 Church Drop Off Lobby
608784,Commonwealth Secondary School,Level 2 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
608784,Commonwealth Secondary School,"Level 1 Study Area, Beside Field (Available During School Operating Hours. Approach Security Officer At Main Gate.)"
608784,Commonwealth Secondary School,Level 1 School Field Toilet (Available During School Operating Hours. Approach Security Officer At Main Gate.)
608784,Commonwealth Secondary School,Level 1 Indoor Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)
608784,Commonwealth Secondary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.)
609561,Crest Secondary School,Level 3 Multi-Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
609561,Crest Secondary School,Level 2 ISH (Available During Dual Use Scheme Operating Hours)
659634,Bukit View Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
659634,Bukit View Primary School,"Level 1 Dazzle Lobby, Near Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)"
659634,Bukit View Primary School,Level 2 Multi-Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
659634,Bukit View Primary School,Level 4 Block A Corridor (Available During School Operating Hours. Approach Security Officer At Main Gate.)
536201,Fujifilm Building,Level 1 Inside Security Office
545078,Compass One,Level 1 Inside Fire Command Centre
534200,Rio Vista,Level 1 Outside Gym (Approach Security Officer)
545080,Nan Chiau Primary School,Level 1 Blk B Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
545080,Nan Chiau Primary School,Level 1 Blk F Indoor Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)
545080,Nan Chiau Primary School,Level 3 Blk F Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
479239,Telok Kurau Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
479239,Telok Kurau Primary School,"Level 2 Hall, Next To PE Store Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)"
479239,Telok Kurau Primary School,Level 3 Library Next To Lift (Available During School Operating Hours. Approach Security Officer At Main Gate.)
479239,Telok Kurau Primary School,Level 4 Blk C Computer Lab 3 (Available During School Operating Hours. Approach Security Officer At Main Gate.)
479239,Telok Kurau Primary School,Level 3 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
536196,Times Centre,Level 1 Lift Lobby
538789,Xinmin Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
538789,Xinmin Secondary School,Level 4 Outside Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
538789,Xinmin Secondary School,Level 1 Arts Complex (Available During School Operating Hours. Approach Security Officer At Main Gate.)
538789,Xinmin Secondary School,Leve 4 Arts Complex Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
538789,Xinmin Secondary School,"Level 5 Arts Complex, Indoor Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)"
609790,JurongVille Secondary School,Level 1 Blk A Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
609790,JurongVille Secondary School,Level 1 Blk D Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.)
609790,JurongVille Secondary School,Level 1 Blk F Inside Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
738507,Man Fut Tong Nursing Home,Level 1 Inside Business Office
719920,MOE Jalan Bahtera Outdoor Adventure Learning Centre,Level 1 Outside General Office
719920,MOE Jalan Bahtera Outdoor Adventure Learning Centre,"Level 1 Block 4, Outside MOE Education Centre"
769026,Northland Primary School,Level 2 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
769026,Northland Primary School,Level 4 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
769026,Northland Primary School,Level 1 Indoor Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)
79903,International Plaza,Level 36 Outside Gym
688848,Chua Chu Kang Secondary School (Campus 1),"Level 2 Block A, Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate)"
688848,Chua Chu Kang Secondary School (Campus 1),Level 2 Outside Design And Technology Workshop (Available During School Operating Hours. Approach Security Officer At Main Gate)
688848,Chua Chu Kang Secondary School (Campus 1),Level 3 Outside Multi-Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate)
98139,Hard Rock Hotel,Level 2 Hard Rock Hotel Pool Towel Kiosk
98139,Hard Rock Hotel,Level 2 Hard Rock Hotel Swimming Pool (Behind Pool Slide)
98133,Equarius Hotel,"Level B1M Ocean Suites, Right Side Of Ocean Restaurant Entrance"
98140,Universal Studios Singapore,Level 1 Puss In Boots Giant Journey Control Station
469680,Fengshan Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
469680,Fengshan Primary School,Level 2 School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
469680,Fengshan Primary School,Level 4 Outside Computer Lab #B4-06 (Available During School Operating Hours. Approach Security Officer At Main Gate.)
469680,Fengshan Primary School,Level 1 Indoor Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)
469680,Fengshan Primary School,Level 4 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
159050,Bukit Merah Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
159050,Bukit Merah Secondary School,Level 2 Outside School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
159050,Bukit Merah Secondary School,"Level B1 CCA Corridor, Near Fitness Arena (Available During School Operating Hours. Approach Security Officer At Main Gate)"
159050,Bukit Merah Secondary School,Level 2 Inside ISH PE Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)
128806,Nan Hua Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
128806,Nan Hua Primary School,Level 2 School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
128806,Nan Hua Primary School,Level 2 Near Passenger Lift 1 (Available During School Operating Hours. Approach Security Officer At Main Gate.)
128806,Nan Hua Primary School,Level 3 Inside ISH (Available During School Operating Hours. Approach Security Officer At Main Gate.)
128806,Nan Hua Primary School,Level 3 Near Passenger Lift 1 (Available During School Operating Hours. Approach Security Officer At Main Gate.)
556095,Zhonghua Primary School,Level 1 Opposite General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
556095,Zhonghua Primary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.)
556095,Zhonghua Primary School,Level 2 School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
556095,Zhonghua Primary School,Level 1 Outside Staff Room (Available During School Operating Hours. Approach Security Officer At Main Gate.)
556095,Zhonghua Primary School,Level 1 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
227988,Anglo-Chinese School (Junior),Level 1 Admin Block (Available During School Operating Hours. Approach Security Officer At Main Gate)
227988,Anglo-Chinese School (Junior),Level 3 Outside Staff Room C3-04 (Available During School Operating Hours. Approach Security Officer At Main Gate)
227988,Anglo-Chinese School (Junior),Level 3 Outside Staff Room E (Available During School Operating Hours. Approach Security Officer At Main Gate)
227988,Anglo-Chinese School (Junior),"Level 3 Indoor Tennis Court, Underneath Staircase (Available During School Operating Hours. Approach Security Officer At Main Gate)"
227988,Anglo-Chinese School (Junior),Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate)
529896,Changkat Primary School,Level 1 Lift Lobby (Available During School Operating Hours. Approach Security Officer At Main Gate.)
529896,Changkat Primary School,Level 2 School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
529896,Changkat Primary School,Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
129957,NUS High School Of Mathematics And Science,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
129957,NUS High School Of Mathematics And Science,Level B1 Outside School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
129957,NUS High School Of Mathematics And Science,Level 1 Entrance Of Boarding School Office (Available During School Operating Hours. Approach Security Officer At Main Gate)
128104,Qifa Primary School,Level 1 Staircase No. 9 (Available During School Operating Hours. Approach Security Officer At Main Gate.)
128104,Qifa Primary School,"Level 2 Blk C, Lift Lobby (Available During School Operating Hours. Approach Security Officer At Main Gate.)"
128104,Qifa Primary School,Level 4 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
128104,Qifa Primary School,"Level 1 Canteen, Near Staircase 4 (Available During School Operating Hours. Approach Security Officer At Main Gate.)"
679287,CHIJ Our Lady Queen Of Peace,Level 2 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate)
679287,CHIJ Our Lady Queen Of Peace,Level 3 Outside Staff Room (Available During School Operating Hours. Approach Security Officer At Main Gate)
679287,CHIJ Our Lady Queen Of Peace,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate)
828869,Edgefield Primary School,Level 1 Pantry Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
640602,,Level 1 Lift Lobby A
828869,Edgefield Primary School,Level 1 Outside Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.)
828869,Edgefield Primary School,Level 2 Outside School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
689333,Kranji Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate)
689333,Kranji Secondary School,Level 1 Outside Design & Technology Workshop (Available During School Operating Hours. Approach Security Officer At Main Gate)
689333,Kranji Secondary School,"Level 1 Underneath Indoor Court, Near Toilet (Available During School Operating Hours. Approach Security Officer At Main Gate)"
689333,Kranji Secondary School,Level 1 Walkway Along Classroom Block (Available During School Operating Hours. Approach Security Officer At Main Gate)
455789,St  Stephen's School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
455789,St  Stephen's School,Level 2 Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
455789,St  Stephen's School,Level B1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.)
437259,Tanjong Katong Primary School,Level 1 Next To Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)
437259,Tanjong Katong Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
437259,Tanjong Katong Primary School,Level 3 Lift Lobby (Available During School Operating Hours. Approach Security Officer At Main Gate.)
649371,Hua Yi Secondary School,Level 1 Block G (Near Staircase 10) (Available During School Operating Hours. Approach Security Officer At Main Gate.)
649371,Hua Yi Secondary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.)
649371,Hua Yi Secondary School,Level 1 Indoor Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)
649371,Hua Yi Secondary School,Level 1 School Field Toilet (Available During Dual Use Scheme Operating Hours)
649371,Hua Yi Secondary School,Level 2 Indoor Sports Hall (Available During Dual Use Scheme Operating Hours)
597610,Pei Hwa Presbyterian Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
597610,Pei Hwa Presbyterian Primary School,Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.)
597610,Pei Hwa Presbyterian Primary School,Level 6 Outside Classroom #06-01 (Available During School Operating Hours. Approach Security Officer At Main Gate.)
597610,Pei Hwa Presbyterian Primary School,Level 4 Outside School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
597610,Pei Hwa Presbyterian Primary School,Level 3 Outside Library (Available During School Operating Hours. Approach Security Officer At Main Gate.)
439272,Tanjong Katong Girls' School,Level 2 Outside School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
439272,Tanjong Katong Girls' School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
439272,Tanjong Katong Girls' School,Level 1 Next to ISH (Available During School Operating Hours. Approach Security Officer At Main Gate.)
678213,Bukit Panjang MRT Station,Near Passenger Service Centre (DTL)
679696,Cashew MRT Station,Near Passenger Service Centre (DTL)
678211,Hillview MRT Station,Near Passenger Service Centre (DTL)
588216,Beauty World MRT Station,Link Way To Entrance C
588216,Beauty World MRT Station,Near Passenger Service Centre (DTL)
599987,King Albert Park MRT Station,Near Passenger Service Centre (DTL)
269784,Sixth Avenue MRT Station,Near Passenger Service Centre (DTL)
266268,Tan Kah Kee MRT Station,Near Passenger Service Centre (DTL)
259777,Botanic Gardens MRT Station,Linkway Between DTL & CCL
259777,Botanic Gardens MRT Station,Near Passenger Service Centre (DTL)
257877,Stevens MRT Station,"Lower Platform, Beside EZ link Top Up Machine"
257877,Stevens MRT Station,Near Passenger Service Centre (DTL)
229901,Newton MRT Station,Upper Concourse Level (DTL)
229901,Newton MRT Station,Near Passenger Service Centre (DTL)
229902,Little India MRT Station,Near Passenger Service Centre (DTL)
188505,Rochor MRT Station,Near Passenger Service Centre (DTL)
188476,Bugis MRT Station,Linkway Between DTL & EWL
188476,Bugis MRT Station,Near Passenger Service Centre (DTL)
39194,Promenade MRT Station,Near Passenger Service Centre (DTL)
18957,Bayfront MRT Station,Near Passenger Service Centre (DTL)
18969,Downtown MRT Station,Linkway From MRT To Marina Bay Link Mall
48416,Telok Ayer MRT Station,Near Passenger Service Centre (DTL)
58362,Chinatown MRT Station,Near Passenger Service Centre (DTL)
679002,Zhenghua Primary School,Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
679002,Zhenghua Primary School,Level 2 Staff Lounge (Available During School Operating Hours. Approach Security Officer At Main Gate.)
679002,Zhenghua Primary School,Level 2 School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)
98297,"Capella Hotel, Singapore",Level 1 Main Building Swimming Pool
98297,"Capella Hotel, Singapore",Level 1 Clubhouse
98297,"Capella Hotel, Singapore",Level B1 Security Checkpoint
98375,Quayside Isle,Level 1 Outside FCC
609383,CWT Pandan Logistics Centre,"Level 4 Cummins Asia Pacific, On Warehouse Pillar (G8)"
609383,CWT Pandan Logistics Centre,"Level 4M Cummins Asia Pacific, On Pillar Along Office Walkway"
640613,,Level 1 Lift Lobby B
609383,CWT Pandan Logistics Centre,"Level 5 Cummins Asia Pacific, On Warehouse Pillar (F8)"
98633,Harbourfront Tower One,Level 1 Outside Fire Command Centre
159965,IKEA Industrial Building,"Level 1 Lift Lobby, Beside Lift PL1"
159965,IKEA Industrial Building,Level 1 Inside First Aid Room (Approach Staff For Assistance)
159965,IKEA Industrial Building,Level 1 Inside Fire Command Centre
159965,IKEA Industrial Building,"Level 2 Lift Lobby, Near Lift PL2"
79024,Lian Huat Building,Level 1 Lift Lobby (Security Post)
119963,mTower,"Level 1 Main Lobby, Beside Security Counter"
98867,Harbourfront MRT Station,Near Passenger Service Centre (NEL)
59816,Outram Park MRT Station,Near Passenger Service Centre (NEL)
59443,Chinatown MRT Station,Near Passenger Service Centre (NEL)
59815,Clarke Quay MRT Station,Near Passenger Service Centre (NEL)
238890,Dhoby Ghaut MRT Station,Near Passenger Service Centre (NEL)
229900,Little India MRT Station,Near Passenger Service Centre (NEL)
217562,Farrer Park MRT Station,Near Passenger Service Centre (NEL)
328260,Boon Keng MRT Station,Near Passenger Service Centre (NEL)
347694,Potong Pasir MRT Station,Near Passenger Service Centre (NEL)
347695,Woodleigh MRT Station,Near Passenger Service Centre (NEL)
534801,Serangoon MRT Station,Near Passenger Service Centre (NEL)
534799,Kovan MRT Station,Near Passenger Service Centre (NEL)
538758,Hougang MRT Station,Near Passenger Service Centre (NEL)
545061,Buangkok MRT Station,Near Passenger Service Centre (NEL)
545062,Sengkang MRT Station,Near Passenger Service Centre (NEL)
828868,Punggol MRT Station,Near Passenger Service Centre (NEL)
79906,,Level 1 Lobby Reception Area
117612,PSA Institute,Level 1 Fire Command Centre
609299,Wasco Centre,Level 1 Inside Guard House (Approach Security For Assistance)
